uf,municipio,logradouro,complemento,bairro,telefone,id
MG,Montes Claros,Avenida Coronel Prates,348 - Polo de Apoio Presencial de Montes Claros/mg,Centro,(47) 3301-9132,1083871
BA,Salvador,Rua Arthur de Azevêdo Machado,1225 - Ed. Civil Towers - Torre 2,Costa Azul,71 3018-5667/ 8112-3392,1073457
BA,Maracas,R. Antônio da Rocha Dias,145 -,Centro,7132068002,1063223
PA,Barcarena,Av. Dr. Romualdo Coelho,657 -,Núcleo Urbano,91-3754-3508,11039
BA,Feira de Santana,Rua Barão de Cotegipe,1414 -,Centro,(7133688348,658851
AM,Tefe,Avenida Juruá,S/n - Polo de Apoio Presencial de Tefé/am,Juruá,(47) 3301-9132,1083959
ES,Linhares,Avenida Governador Santos Neves,1231 - Polo de Apoio Presencial de Linhares/es,Centro,(47) 3301-9132,1083859
GO,Goiania,Rua S 3,692 -,Setor Bela Vista,43-33717473 31 21260820,1060594
PA,Castanhal,Travessa Floriano Peixoto,1404 - - de 1701/1702 A 2648/2649,Centro,(43) 3371-7473  (31) 2126-0820,1059998
CE,Fortaleza,Rua General Osório de Paiva,395 -,Parangaba,(85) 40096060,140811
BA,Salvador,Largo da Calçada,1 - Edifício Vazquez,Calçada,(71) 34187272,1043423
BA,Brumado,Rua Exupério Pinheiro Cangussu,"299 - D, Térreo",Nobre,(77)3441-2310,22919
MT,Campo Novo do Parecis,Rua Bahia,899 -,Centro,(41) 3339-7560,1065581
MS,Campo Grande,Rua Quinze de Novembro,310 -,Centro,(11) 3293-1707,2000555
PA,Breu Branco,Rua Olinda Cavalcante,38 -,Liberdade,4733019000,1064058
MG,Barbacena,Avenida Bias Fortes,1019 -,Centro,044-30276360,1063349
MG,Belo Horizonte,Rua Cheik Nagib Assrauy,183 -,Jardim Atlantico,11 4766-0611/ 16 3711-8933,1072943
MG,Belo Horizonte,Avenida João Pinheiro,164 -,Centro,(31) 2103-2130,659152
MA,Sao Luis,Avenida Jerônimo de Albuquerque Maranhão,1100 -,Bequimão,(98) 3246.2126,1056557
PR,Maringa,Avenida Guedner,1610 -,Jardim Aclimação,(44)3027-6360,658314
SC,Itapiranga,Rua Carlos Kummer,100 -,Universitário,(49)3678-8700,24610
AC,Rio Branco,"Br 364, Km 2, Alameda Hungria",200 -,Jardim Europa Ii,(68) 3302-7070,1048174
AL,Arapiraca,Rua Estudante José de Oliveira Leite,207 -,Centro,(82) 3521-4495,27861
ES,Vitoria,Rua Anselmo Serrat,199 -,Monte Belo,(27) 3132-4077,1074713
RS,Santa Maria,Rua Silva Jardim,1323 - Conjunto Ii,Nossa Senhora do Rosário,(55) 3220-1214,24815
BA,Salvador,Avenida Juracy Magalhães Júnior,209 - (sent Largo da Mariquita-itaigara),Rio Vermelho,(71)3330-4660,1055878
PB,Joao Pessoa,Avenida Esperança,1194 - - de 635/636 A 1415/1416,Manaíra,083 3246 5500,1058205
MG,Belo Horizonte,Rua Silva Jardim,296 -,Floresta,11 4766-0611/ 16 3711-8933,1072892
PR,Medianeira,Rua Sergipe,1903 -,Centro,(45)3264-0487,8078
SP,Santa Rosa de Viterbo,Rua Santa Catarina,287 -,Monte Alto,(16) 3954-2524,9297
PR,Toledo,Pav. Parigot de Souza,3636 -,Jardim Prada,45-3277-8500,471
RS,Bage,Coronel Azambuja,35/e - Campus Esportivo (corujão),Centro,(53) 3242 8244 R: 227,686539
MS,Campo Grande,Avenida Mato Grosso,26 -,Centro,11 5586 4291,1058894
RO,Vilhena,Rua Marques Henrique,625 - Setor 1,Centro,(69) 99611586,1068189
MG,Divinopolis,Rua Tedinho Alvim,1000 - Campus Universitario,Liberdade,(037)3212-3105,610
MG,Monte Carmelo,Rua Tiradentes,45 -,Centro,(34) 3842-4045,22679
MG,Belo Horizonte,Avenida Vilarinho,2.060 -,Venda Nova,11 5586 4291,1058919
DF,Brasilia,Quadra Qi 20,S/n -,Setor Industrial (taguatinga),(61) 3354 4650,1039919
DF,Brasilia,Quadra Sgas 909,"909 - Parte A, Conjunto A",Asa Sul,3347-1094,1065825
GO,Valparaiso de Goias,Rua Acre Quadra 2,17/18 -,Chácaras  Anhanguera,(61) 3627 4200,658596
SP,Sao Paulo,Av. Nossa Senhora do Sabará,765 -,Santo Amaro,(11) 4831-9436,1051174
MG,Sete Lagoas,Rua Atenas,237 -,Jardim Europa,3837718178,1073241
SP,Campos do Jordao,Avenida Frei Oreste Girardi,3549 -,Capivari,(12)36683001,2993
SC,Florianopolis,Rodovia Sc 401 Km 01,407 - Km 1,Itacorubi,(48) 3202 6000,700976
SC,Balneario Camboriu,Avenida Santa Catarina,151 -,Bairro dos Estados,(47) 3366 7201,659492
PR,Sao Jose dos Pinhais,Rua Veríssimo Marques,1565 -,Centro,044-30276360,1063413
MG,Juiz de Fora,Avenida Barão do Rio Branco,3520 -,Centro,(32)3250-3850,3287
SP,Sao Paulo,Rua Francisco Bautista,334 -,Jardim Santa Cruz,11-37675800,1069081
CE,Juazeiro do Norte,Avenida Tenente Raimundo Rocha,S/n -,Planalto,(88) 2101 9000,658571
MG,Santa Luzia,Av. Beira Rio,2000 -,Distrito Industrial Iii,(31) 3079 9000,695562
SP,Sao Paulo,Rua Cancioneiro Popular,178/210 -,Chácara Santo Antonio,11-37675800,1069082
SP,Sao Paulo,Rua Amazonas da Silva,737/739 -,Vila Guilherme,11-37675800,1069085
SP,Peruibe,Rua Quatorze,64 -,Baln Arpoador,13 3453 1000 / 3453-0342,13112
MG,Belo Horizonte,Rua dos Goitacazes,1762 -,Barro Preto,31-2103-2103,1061188
SP,Caieiras,Avenida Loureiro Dell Porto,254 -,Centro,11-37675800,1068050
RS,Bento Goncalves,Rua Treze de Maio,675 -,Centro,(54) 3214.2100,1069022
MG,Belo Horizonte,Rua Tupinambás,1038 -,Centro,(31) 3048-9365,1039610
PR,Goioere,Av. Brasília,1133 -,Jardim Colina Verde,(44)3522-4793,8323
PE,Petrolina,Avenida Pernambuco,146 -,Vila Mocó,044-30276360,1063262
RS,Canoas,Av. Guilherme Shell,5.888 -,Centro,(51) 34628612,1049257
RS,Santa Rosa,Rua Santos Dumont,820 -,Centro,(55) 3511 9100,141331
MG,Barbacena,Av. Governador Benedito Valadares,9 -,São Sebastião,11-37675800,1068086
GO,Anapolis,"Col. Galileu, Av. Santos Dumont, 724, Jundiaí.",724 -,Jundiaí,(62)3701-2747,9155
RJ,Volta Redonda,Rua Quarenta e Dois,8 -,Santa Cecília,11-37675800,1068310
SP,Catanduva,Rua Monte Aprazível,297 -,Vila Guzzo,(43) 3371-7473  (31) 2126-0820,7039
PB,Itaporanga,Av. Padre Diniz,S/n - Colégio Padre Diniz,Centro,11-37675800,1069204
SP,Santo Andre,Rua Senador Flaquer,456/459 -,Centro,(31) 21260820,657799
DF,Brasilia,Qn 506 Conjunto 3 -,S/n - Lote 01 - Loja 04 e Lote 02 - Loja 04,Samambaia Sul,11-37675800,1068480
DF,Brasilia,"Rua 24 Norte - Lotes 9, 10, 11",S/n - Térreo,Norte (águas Claras),11-37675800,1068485
CE,Quixada,Avenida Doutor Antônio Moreira Magalhães,457 -,Jardim dos Monólitos,(88) 3412-3616,1061357
BA,Juazeiro,Rua Antônio Cursino,08 -,Centro,S/N,2004484
ES,Marataizes,Rua Rubens Rangel,600 -,Cidade Nova,11-37675800,1068487
DF,Brasilia,Quadra 14 - ??rea Especial,- Lotes 24 e 27,Sobradinho,11-37675800,1068049
GO,Planaltina,Quadra 1 - Mr 7,40 - Lote 40,Setor,(11) 37675800,1071186
RS,Passo Fundo,Rua Senador Pinheiro,350 -,Vila Rodrigues,(54) 3045 3277,659101
SP,Sorocaba,Rua Romeu do Nascimento,777 -,Jardim Portal da Colina,15-3332-9901,1063778
MG,Belo Horizonte,Rua Timbiras,1532 -,Centro,31-2103-2103,1037325
RS,Porto Alegre,Rua Vicente de Fontoura,1578 -,Santana,(51) 3028-4888,659313
RN,Natal,Avenida Hermes da Fonseca,603 -,Tirol,(84) 3025-4886,1085008
BA,Itaberaba,Rua Joel Presidio,625 -,Centro,75 32514308,1066392
GO,Valparaiso de Goias,Quadra 10 - Lote 06,"S/n - Lojas 03, 04 e 05",Centro,11-37675800,1068479
MG,Juiz de Fora,Avenida Barão do Rio Branco,4516 -,Centro,(32) 32398600,3511
RS,Horizontina,Avenida dos Ipês,565 -,Esq. Eldorado,(55) 3537 7700,1038159
RS,Ijui,Rua Lulu Ilgenfritz,480 -,São Geraldo,55 33320200,1052299
RS,Cachoeira do Sul,Rua Sete de Setembro,1002 -,Centro,4733019000,1064091
RJ,Rio de Janeiro,Rua Luiz Zanchetta,48 -,Riachuello,(21) 2218-4100,6045
MS,Ponta Pora,Avenida Presidente Vargas,725 -,Centro,(67)34373838,658176
PR,Paranavai,Rua Huberto Bruning,360 - Zona Leste,Jardim Santos Dumont,44-3421-4000,473
MG,Montes Claros,Avenida Deputado Esteves Rodriguês,1.637 -,Centro,(38) 4009-5777/(38) 2104-5777,659136
SP,Sao Paulo,Rua Taguá,407 -,Liberdade,(11) 3132-3000,1062835
RN,Caico,Praça Dom José Delgado,200 -,Centro,(43) 3371-7473  (31) 2126-0820,1051539
PE,Recife,Rua Dr. Osvaldo Lima,130 -,Derby,(81) 3413 4611,1041305
MG,Pocos de Caldas,Rodovia Geraldo Martins Costa,S/n - Campus Universitário,Centro,(35)37134400,538
PR,Maringa,Avenida Itororó,1445 -,Zona 02,44 - 3029-4500,1058689
PR,Curitiba,Rua Gustavo Schier,63 -,Novo Mundo,44-30276360 ramal 1109,1065943
MS,Coronel Sapucaia,Av. Flavio Augusto Derzi,1059 -,Centro,(43) 3371-7473  (31) 2126-0820,2008489
PB,Joao Pessoa,Ladeira de São Francisco,16 -,Centro,83 99939549,659889
MG,Janauba,Rua Codevasf,234 -,Vila São Vicente,38 38213427,1072257
PE,Nazare da Mata,Professor Américo Brandão,46 - Sede da Ies,Centro,83.96206643,1069964
BA,Barreiras,Av Cleriston Andrade ( Br 242),3507 - Nova Sede,Loteamento Vila Nova,7133688348,1069813
MT,Juina,Avenida Gabriel Muller,S/n -,Módulo 1,(66) 3566-1875 // (41) 3339-7560,1049945
PE,Recife,Rua Gervásio Pires,775/790 -,Boa Vista,(43) 3371-7473  (31) 2126-0820,3173
MS,Campo Grande,Avenida Mato Grosso,26 -,Centro,(11) 55864290,1060664
SP,Sao Roque,Rua Pedro Vaz,25 - Polo São Roque,Centro,(16) 3711-8933,1083151
SP,Itapira,Rua Comendador João Cintra,546 -,Centro,11 5586 4291,1058441
SP,Pariquera-acu,Rua Davi Mendes Junior,201 -,Centro,11 4766-0611/ 16 3711-8933,1072901
SC,Rio do Sul,Rodovia Br 470 Km 140,5.253 -,Itoupava,(47) 3531-7000,659779
RS,Passo Fundo,Rua Fagundes dos Reis,201 - - Até 992/993,Centro,05430460914,1069975
SP,Penapolis,Rua Santa Clara,247 -,Centro,(43) 3371-7473  (31) 2126-0820,7094
RS,Porto Alegre,Rua dos Andradas,1276 - - de 1200 A 1400 - Lado Par,Centro Histórico,11 4766-0611/ 16 3711-8933,1080826
RO,Porto Velho,Rua Emil Gorayeb,3505 -,São João Bosco,69 3211 6000,1070695
SP,Votorantim,Av. Juscelino Kubistchek de Oliveira,S/n - -,Centro,(31) 2126-0725,133562
RS,Pelotas,Rua Andrade Neves,2081 - Polo Pelotas,Centro,11 4766-0611/ 16 3711-8933,1080754
SP,Sumare,R. Antonio Jorge Chebab,774 -,Centro,(19) 3873-2828,1031862
RJ,Teresopolis,Rua Gonçalo de Castro,85 -,Alto,(21)26445763,707868
RJ,Nova Friburgo,Avenida Doutor Galdino do Valle Filho,33 - Polo Nova Friburgo,Centro,11 4766-0611/ 16 3711-8933,1080906
PE,Serra Talhada,Avenida Afonso Magalhães,354 - Bloco I,Centro,(87)9956-5599/9161-6964,1065371
RJ,Resende,Avenida Professor Antonio Esteves,01 -,Morada da Colina,(24) 3383-9000,139417
PR,Jacarezinho,Rua Paraná,911 -,Centro,11 4766-0611/ 16 3711-8933,1072894
RO,Porto Velho,Rua Rio de Janeiro,4734 -,Lagoa,(69) 3441-4503,1039593
RO,Porto Velho,Rua João Goulart,666 - Caixa Postal 2066,Mato Grosso,(69) 32167600,658728
RO,Porto Velho,Avenida Mamore,1520 -,Cascalheira,(69) 3733 5000,1048211
MT,Cuiaba,Rua Barão de Melgaço,222 -,Porto,31 21260807,1626
PA,Paragominas,Rodovia Pa 256 - Km 05,S/nº -,Zona Rural,(91) 3729-2332,1059519
RJ,Nova Iguacu,Rua Antenor de Moura Raunheitti,152 -,Bairro da Luz,(24) 3346-8692,701389
PR,Curitiba,Avenida República Argentina,1.285 - - de 826/827 A 2079/2080,??gua Verde,(11) 55864295,1069831
MS,Nova Andradina,Rua Eurico Soares de Andrade,760 - Polo Nova Andradina,Centro,11 4766-0611/ 16 3711-8933,1074993
MG,Sao Roque de Minas,Rua Marechal Floriano Peixoto,346 - Polo São Roque de Minas,Centro,11 4766-0611/ 16 3711-8933,1077570
MG,Porteirinha,Rua Professora Durçulina Antunes Câmara,55 - Polo Porteirinha,Beira Rio,11 4766-0611/ 16 3711-8933,1075021
PR,Curitiba,Avenida Presidente Kennedy,3065 -,Portão,4136431551,1068994
MG,Lavras,Avenida Doutor Silvio Menicucci,1445 - Polo Lavras,Presidente Kennedy,11 4766-0611/ 16 3711-8933,1080748
MG,Juiz de Fora,Estrada Dom Orione,S/n -,Dom Bosco,33 3322-6321,1055149
MG,Janauba,Rua Dom Aristides,70 - Polo Janaúba,Centro,11 4766-0611/ 16 3711-8933,1074936
MS,Campo Grande,Rua Treze de Maio,4059 - Polo Campo Grande (16_1),Centro,16 4766-0611/0610,1077541
MG,Joaima,Rua Brasília,34 - Polo Joaíma,Centro,11 4766-0611/ 16 3711-8933,1080838
MG,Belo Horizonte,Rua José Dias Vieira,46 -,"Rio Branco, Distrito Venda Nova",(31)3408-2363,659927
RJ,Volta Redonda,Rua Deputado Geraldo Di Biase,81 -,Aterrado,(24) 3345-1700,1004156
MG,Belo Horizonte,Avenida Presidente Antônio Carlos,8100 -,Pampulha,(31) 32240723,1054731
ES,Pinheiros,Rua General Rondon,160 - Polo Pinheiros,Centro,(16) 3711-8933,1083163
BA,Santo Antonio de Jesus,Praça Dr. Renato Machado,10c -,Centro,75 3631-3180,1069400
AM,Manaus,Avenida Leonardo Malcher,853 - - de 1/2 A 99997/99998,Centro,92 32125069,1055945
MG,Oliveira,Rua Rodolfo Ferreira Pacheco,155 - Polo Oliveira,Dona Sinhaninha,11 4766-0611/ 16 3711-8933,1080752
RS,Porto Alegre,Avenida Assis Brasil,7.765 - - de 6300 Ao Fim - Lado Par,Cristo Redentor,(51) 3014 9700,1061341
MG,Piumhi,Rua São Vicente,33 - Polo Piumhi 17_1,Centro,11 4766-0611/ 16 3711-8933,1080797
PA,Paragominas,Rua Fortaleza,S/n - Polo Paragominas,Trecho Seco,11 4766-0611/ 16 3711-8933,1075185
PI,Teresina,Avenida Pedro Almeida,215 - Zona Leste,São Cristóvão,(86) 32313939,1050401
PR,Guarapuava,Rua Novo Ateneu,1015 -,Jordão,(42)3621-7000,143270
MG,Araxa,Rua Sargento Jacinto da Silva,64 - Polo Araxá,Centro,(16) 3711-8933,1082946
SE,Aracaju,Rua Delmiro Gouveia,800 -,Coroa do Meio,(81) 3413.4615,1056883
SP,Roseira,Rodovia Presidente Dutra - Km 77,S/n -,Roseira Velha,(12)3646-2071 / (12)3646-2441 / (12)3646-2441,659750
MG,Joao Monlevade,Rua Dezesseis,24 -,Vila Tanque,33 3322 6329 / (33)3322 6321,1043935
SE,Aracaju,Rua Tenente Wendell Quaranta Santos,1.386 -,Suíssa,7133688348,1055892
BA,Salvador,Avenida Tamburugy,474 -,Patamares,71 33688348,1053227
SC,Brusque,Rua Gregório Diegoli,35 - Bloco A,São Luiz,(47) 3355-9033,100698
MG,Caratinga,Praça Cesário Alvim,110 - 5º Andar,Centro,(33)3322-6321 / (33)3322-6322,659275
RS,Porto Alegre,Avenida Independência,343 - - Até 0401 - Lado ??mpar,Independência,051- 32250235,1069729
RS,Bento Goncalves,Travessa Santo Antonio,179 -,Cidade Alta,5434535300,1056012
PR,Jaguariaiva,Rua Santa Catarina,04 -,Centro,(43) 3535 2830,658949
SC,Timbo,Rua Blumenau,4664 -,Araponginha,47 3281 9000,1055477
SC,Blumenau,Rua Doutor Pedro Zimmermann,385 -,Salto do Norte,(47) 3281 9000,137436
MG,Patos de Minas,Rua Ana de Oliveira,"645 - Edifício Marques, Lote D , Quadra 98",Centro,(34) 3823-3933,1043692
GO,Goiania,Rua S-3,692 -,Setor Bela Vista,(62) 9981-8411,140870
GO,Catalao,Rua Ademar Ferrugem,840 -,Santo Antônio,34.3233.1519,1065360
PR,Curitiba,Av. Senador Souza Naves,1715 -,Cristo Rei,(41) 3592-2700,1047334
ES,Cariacica,Rua Bolívia,S/n -,Jardim América,34340100,1059892
RS,Pelotas,Rua Santa Cruz,2547 - Polo de Apoio Presencial de Pelotas/rs,Centro,(47) 3301-9132,1083884
GO,Anapolis,Rua Benjamin Constant,1843 - Setor Central,Centrol,(43) 3371-7473  (31) 2126-0820,24135
PA,Parauapebas,Rodovia Pa 160 Km 10,S/n° -,Nova Carajás,94 - 3356 2420,1059278
RN,Natal,Avenida Nascimento de Castro,1.597 -,Dix-sept Rosado,(84) 3215 1366,658051
SP,Sorocaba,Rua da Penha,680 -,Centro,(15) 32349115 ou 32349110 / (15)32349110,657858
SP,Sao Paulo,Rua Galvão Bueno,707 - Fmu - Liberdade - Galvão Bueno,Liberdade,(11) 9734-27111,686715
SP,Sao Vicente,Avenida Antônio Emmerick,877 -,Jardim Guassu,43-33717473 31 21260820,5762
SP,Assis,Avenida Doutor Dória,260 -,Vila Oouro Verde,(18) 3302  2552,658055
SP,Praia Grande,Avenida Presidente Kennedy,4000 -,Aviação,13 34768888,1047224
SP,Sorocaba,Avenida Dr. Armando Pannunzio,S/n -,Itanguá,(15) 3321 1520,1057193
SC,Porto Uniao,Rua Sete de Setembro,841 - Polo de Apoio Presencial de Porto União/sc,Centro,(47) 3301-9132,1083905
SC,Pinhalzinho,Rua Aracaju,225 -,Centro,(49) 3366 1890,700693
PR,Umuarama,Avenida Tiradentes,3240 -,Centro,(44) 3621-3800 - (44)3621-2858,1047186
RS,Veranopolis,Rua Andrade Neves,149 - Polo de Apoio Presencial de Veranópolis/rs,Centro,(47) 3301-9132,1083995
PE,Recife,Rua Dom Bosco,687 -,Boa Vista,(81)3073-8877,25580
SC,Sao Bento do Sul,Rua Padre Fidelis Tomelin,111 -,Centro,43-33717473 31 21260820,3194
SP,Jaboticabal,Rua Amador Zardim,55 -,Nova Jaboticabal,(16) 3202 2882,480
SP,Aracatuba,Rua Francisco Braga,414 - Térreo,Jardim Bandeirantes,(18) 3636-7000,703051
RS,Santa Maria,Rua Doutor Turi,2003 -,Centro,(55) 3028-7000,134110
RS,Sao Lourenco do Sul,Rua Barão do Triunfo,574 - Polo de Apoio Presencial de São Lourenço do Sul/rs,Centro,(47) 3301-9132,1083935
RS,Canela,Av. Júlio de Castilhos,239 - Polo de Apoio Presencial de Canela/rs,Centro,(47) 3301-9132,1083807
RS,Cacequi,Rua Tiradentes,258 - Sala 03,Centro,(43) 3371-7473  (31) 2126-0820,1051537
RS,Cangucu,Rua Coronel Joaquim Teixeira Nunes,16 - Polo de Apoio Presencial de Canguçu/rs,Centro,(47) 3301-9132,1083809
RO,Pimenta Bueno,Avenida Castelo Branco,780 -,Centro,(43) 3371-7473  (31) 2126-0820,3166
SC,Palhoca,Rua Wilmar Probst,43 -,Centro,(43) 3371-7473  (31) 2126-0820,3156
PR,Roncador,Rua Paraná,826 -,Centro,(44)3575-2145,26012
PR,Foz do Iguacu,Avenida Paraná,3695 - Jardim Central,Centro,(45)3520 -1727,658573
PR,Capanema,Rua Padre Cirilo,421 -,-,044-30276360,1063598
PI,Teresina,Rua Barroso,698 - (zona Norte) - Até 920/921,Centro,8633042631,1072802
PE,Recife,Rua Betânia,23 -,Derby,81996491504,1082527
PE,Garanhuns,Rua Ernesto Dourado,196 -,Heliópolis,(43) 3371-7473  (31) 2126-0820,1059969
PA,Belem,Rua Domingos Marreiros,941 -,Umarizal,(43) 3371-7473  (31) 2126-0820,4280
MT,"Mirassol D""oeste",Rua 28 de Outubro,3337 - Polo de Apoio Presencial de Mirassol D'oeste/mt,Centro,(47) 3301-9132,1084470
RS,Sao Gabriel,Avenida Antonio Trilha,792 -,Entrada Na Cidade,5532327070,1054844
MS,Bela Vista,Rua 13 de Junho,590 -,Centro,(43) 3371-7473 (31) 2126-0820,4078
MG,Salinas,Rua José Americano Mendes,210 -,Centro,(43) 3371-7473  (31) 2126-0820,3186
SC,Sao Miguel do Oeste,Rua La Salle,2570 -,Centro,(49)33661890,1061730
MG,Caete,Av. Dr João Pinheiro,4042 -,Pedra Branca,(43) 3371-7473  (31) 2126-0820,1060159
MG,Belo Horizonte,Avenida do Contorno,9384 -,Barro Preto,(32) 2104-9090,1068254
RN,Natal,Avenida Presidente Bandeira,658 - Colégio Exito,Alecrim,(43) 3371-7473  (31) 2126-0820,7246
GO,Santo Antonio do Descoberto,Qd 72 Lt 22 Salas 101/103,Qd 72 Lt 22 - Polo de Apoio Presencial de Santo Antônio do Descoberto/go,Centro,(47) 3301-9132,1083926
GO,Rio Verde,Rua Dona Maricota,"Qd 28, Lote 12 - Polo de Apoio Presencial de Rio Verde/go",Setor Oeste,(47) 3301-9132,1084839
GO,Goiania,Avenida T-10,1047 - Unidade Bueno,Setor Bueno,(62)32743161,3037
ES,Serra,"Rua 1d Ue-i, Lote 02",80 - Setor Centro Industrial da Grande Vitória - Civit,Civit Ii,(33) 3322 6321,659240
MG,Passa Quatro,Avenida João Batista Apetche,S/n -,São Miguel,(43) 3371-7473  (31) 2126-0820,4304
GO,Caldas Novas,Rua D13 Esquina Com Rua D15,S/n -,Itanhanguá I,(43) 3371-7473  (31) 2126-0820,4270
ES,Cariacica,Avenida Antônio Peixoto,"S/nº - Andar 06, Sala 01",Vera Cruz,27 33355666,1067993
BA,Salvador,Rua  Macapá,177 -,Ondina,7140092840/2844,23234
BA,Paulo Afonso,Rua da Concórdia,01 -,General Dutra,(43) 3371-7473  (31) 2126-0820,3164
BA,Itabuna,Avenida José Soares Pinheiro,1600 -,Lomanto,(31) 2126.0820,1046783
BA,Esplanada,Avenida Mário Andreazza,299 -,Centro,(43) 3371-7473  (31) 2126-0820,3103
MA,Santa Ines,Rua da Mangueira,69 - Polo de Apoio Presencial de Santa Inês/ma,Centro,(47) 3301-9132,1084799
RS,Nova Prata,Avenida Luiz Marafon,421 - Polo de Apoio Presencial de Nova Prata/rs,Centro,(47) 3301-9132,1083879
AM,Maues,Av. Dr. Pereira Barreto,101 - Polo de Apoio Presencial de Maués/am,Maresia,(47) 3301-9132,1083870
AL,Uniao dos Palmares,Avenida João Lyra Filho,18 - Polo de Apoio Presencial de União dos Palmares/al,Centro,(47) 3301-9132,1083978
AL,Arapiraca,Rua São João,680 - - Lado Par,Caititus,(43) 3371-7473  (31) 2126-0820,1059965
AM,Coari,Rua Gonçalves Ledo,345 -,Centro,(43) 3371-7473  (31) 2126-0820,24200
SP,Sao Paulo,Rua Siqueira Bueno,929 -,Belenzinho,(11) 3150 9007,1068088
MS,Coxim,Rua Viriato Bandeira,280 -,Centro,(43) 3371-7473  (31) 2126-0820,3074
BA,Salvador,Avenida Antônio Carlos Magalhães,4277 - Térreo - Iguatemi,Parque Bela Vista,(43) 3371-7473  (31) 2126-0820,6759
RS,Tres de Maio,Avenida Avaí,370 -,Centro,5535354628,1073233
SP,Itapetininga,Rua Silva Jardim,124 - Polo Itapetininga,Centro,(16) 3711-8933,1082973
SE,Lagarto,Rodovia Antônio Martins de Menezes,270 -,Várzea dos Cágados,75 3279 2210,1065960
RS,Santa Cruz do Sul,Ramiro Barcelos,892 -,Centro,51 2106.6370,659263
BA,Feira de Santana,Avenida Presidente Dutra,Sn - Colégio Santo Antônio,Santa Mônica,7133688348,1060690
AM,Manaus,Av Constantino Nery 1937,1937 -,Chapada,(92) 2121 1025,1049225
RJ,Rio de Janeiro,Rua Doutor Satamini,245 - Prédio,Tijuca,(21)2117-4200,658004
MG,Ipatinga,Rua Jequitibá,401 -,Horto,(31) 2136.2000,137382
MG,Guanhaes,Av. Governador Milton Campos,2065 - Polo Guanhães,Centro,11 4766-0611/ 16 3711-8933,1062885
MG,Formiga,Rua Quintino Bocaiúva,395 - Polo Formiga,Centro,11 4766-0611/ 16 3711-8933,1079138
MG,Engenheiro Caldas,Av. Padre João Pena do Amaral,412 - Polo Engenheiro Caldas,Centro,33 3234 4213,1062884
MS,Aquidauana,Rua Felipe Orro,S/n - Caic Antonio Pace,Exposição,(43) 3371-7473  (31) 2126-0820,1051668
ES,Iconha,Avenida Coronel Antonio Duarte,230 - Polo Iconha,Centro,11 4766-0611/ 16 3711-8933,1080812
CE,Fortaleza,Avenida Godofredo Maciel,6060 - Polo Fortaleza,Mondubim,11 4766-0611/ 16 3711-8933,1080766
RJ,Rio de Janeiro,Rua Marquês de Abrantes,55 -,Flamengo,81-996491504,1037435
PR,Cornelio Procopio,Rua Antonio Paiva Junior,202 -,Centro,(43)3523-6896,659882
MG,Itajuba,Avenida Cesário Alvim,566 -,Centro,(35) 3622 0930,657943
SP,Taubate,Avenida Charles Schnneider,585 -,Nosso Senhor do Bonfim,(43) 3371-7473  (31) 2126-0820,24126
MG,Curvelo,Avenida Jk,1441 -,Jockey Clube,(38) 3722 2600,658061
ES,Serra,Rua 1 D,80 -,Civit Ii,27-33286283,4005
RJ,Itaborai,Rua César Xará,309 - Polo Itaboraí 17_1,Venda das Pedras,11 4766-0611/ 16 3711-8933,1080785
RS,Pelotas,Rua Marechal Floriano,107 -,Centro,053- 32275150,1069902
PR,Ponta Grossa,Avenida Doutor Vicente Machado,585 -,Centro,4430276360 ramal 1109,1061548
PR,Toledo,Rua Guaíra,3490 - - de 2346/2347 Ao Fim,Jardim La Salle,(43) 3371-7473  (31) 2126-0820,1060175
RJ,Tres Rios,Rua Marechal Deodoro da Fonseca,117 -,Centro,31-84229956,1061337
RS,Porto Alegre,Rua Frederico Mentz,1606 -,Navegantes,(51) 3362-5622,702112
PR,Jaguariaiva,Rua Santa Catarina,004 -,Jr. Nossa Senhora de Fatima,43 35352830,1005217
PR,Curitiba,Avenida República Argentina,1285 -,??gua Verde,(11) 5586-4295,1069838
